YearCode,CatchLocation,StationCode,SampleDate,SampleTime,MethodCode,OrganismCode,MarkCode,TagCode,RaceByTag,ForkLength,HeadNumber,CWTCount,IDnumbers
11,Sherwood Harbor,SR055M,4/29/11,11:30,MWTR,CHN,AdClipped,068748,Spring,90,31121,1,11-31121
11,Chipps Island,SB018N,4/29/11,11:04,MWTR,CHN,AdClipped,068748,Spring,97,33242,1,11-33242
11,Chipps Island,SB018N,4/29/11,11:04,MWTR,CHN,AdClipped,068748,Spring,104,33355,1,11-33355
11,Sherwood Harbor,SR055M,4/29/11,8:04,MWTR,CHN,AdClipped,068748,Spring,78,31055,1,11-31055
11,Sherwood Harbor,SR055M,4/29/11,8:53,MWTR,CHN,AdClipped,068748,Spring,85,31112,1,11-31112
11,Sherwood Harbor,SR055M,4/29/11,10:36,MWTR,CHN,AdClipped,068748,Spring,89,31041,1,11-31041
11,Sherwood Harbor,SR055M,4/29/11,10:36,MWTR,CHN,AdClipped,068748,Spring,91,31113,1,11-31113
11,Sherwood Harbor,SR055M,4/29/11,11:30,MWTR,CHN,AdClipped,068748,Spring,84,31053,1,11-31053
11,Sherwood Harbor,SR055M,4/29/11,11:30,MWTR,CHN,AdClipped,068748,Spring,86,31106,1,11-31106
11,Chipps Island,SB018M,5/2/11,7:35,MWTR,CHN,AdClipped,068748,Spring,83,33006,,11-33006
11,Chipps Island,SB018M,5/2/11,7:35,MWTR,CHN,AdClipped,068748,Spring,86,32980,1,11-32980
11,Chipps Island,SB018M,5/2/11,7:35,MWTR,CHN,AdClipped,068748,Spring,87,32999,1,11-32999
11,Chipps Island,SB018M,5/2/11,7:35,MWTR,CHN,AdClipped,068748,Spring,88,32977,1,11-32977
11,Chipps Island,SB018M,5/2/11,7:35,MWTR,CHN,AdClipped,068748,Spring,90,32996,1,11-32996
11,Chipps Island,SB018M,5/2/11,7:35,MWTR,CHN,AdClipped,068748,Spring,91,32995,1,11-32995
11,Chipps Island,SB018M,5/2/11,7:35,MWTR,CHN,AdClipped,068748,Spring,91,33014,1,11-33014
11,Chipps Island,SB018M,5/2/11,7:35,MWTR,CHN,AdClipped,068748,Spring,92,32981,1,11-32981
11,Chipps Island,SB018M,5/2/11,7:35,MWTR,CHN,AdClipped,068748,Spring,94,32984,1,11-32984
11,Chipps Island,SB018M,5/2/11,7:35,MWTR,CHN,AdClipped,068748,Spring,95,27658,1,11-27658
11,Chipps Island,SB018M,5/2/11,7:35,MWTR,CHN,AdClipped,068748,Spring,96,32991,1,11-32991
11,Chipps Island,SB018M,5/2/11,7:59,MWTR,CHN,AdClipped,068748,Spring,82,32721,1,11-32721
11,Chipps Island,SB018M,5/2/11,7:59,MWTR,CHN,AdClipped,068748,Spring,82,33008,1,11-33008
11,Chipps Island,SB018M,5/2/11,7:59,MWTR,CHN,AdClipped,068748,Spring,86,33024,1,11-33024
11,Chipps Island,SB018M,5/2/11,7:59,MWTR,CHN,AdClipped,068748,Spring,87,32726,1,11-32726
11,Chipps Island,SB018M,5/2/11,7:59,MWTR,CHN,AdClipped,068748,Spring,87,33015,1,11-33015
11,Chipps Island,SB018M,5/2/11,7:59,MWTR,CHN,AdClipped,068748,Spring,88,32735,1,11-32735
11,Chipps Island,SB018M,5/2/11,7:59,MWTR,CHN,AdClipped,068748,Spring,88,32741,1,11-32741
11,Chipps Island,SB018M,5/2/11,7:59,MWTR,CHN,AdClipped,068748,Spring,88,32983,1,11-32983
11,Chipps Island,SB018M,5/2/11,7:59,MWTR,CHN,AdClipped,068748,Spring,88,33022,1,11-33022
11,Chipps Island,SB018M,5/2/11,7:59,MWTR,CHN,AdClipped,068748,Spring,89,32756,1,11-32756
11,Chipps Island,SB018M,5/2/11,7:59,MWTR,CHN,AdClipped,068748,Spring,90,33017,1,11-33017
11,Chipps Island,SB018M,5/2/11,7:59,MWTR,CHN,AdClipped,068748,Spring,90,33021,1,11-33021
11,Chipps Island,SB018M,5/2/11,9:28,MWTR,CHN,AdClipped,068748,Spring,78,33366,1,11-33366
11,Chipps Island,SB018M,5/2/11,9:28,MWTR,CHN,AdClipped,068748,Spring,79,33324,1,11-33324
11,Chipps Island,SB018M,5/2/11,9:28,MWTR,CHN,AdClipped,068748,Spring,80,33050,1,11-33050
11,Chipps Island,SB018M,5/2/11,9:28,MWTR,CHN,AdClipped,068748,Spring,81,33140,1,11-33140
11,Chipps Island,SB018M,5/2/11,9:28,MWTR,CHN,AdClipped,068748,Spring,85,33212,1,11-33212
11,Chipps Island,SB018M,5/2/11,9:28,MWTR,CHN,AdClipped,068748,Spring,87,33139,1,11-33139
11,Chipps Island,SB018M,5/2/11,9:28,MWTR,CHN,AdClipped,068748,Spring,87,33182,1,11-33182
11,Chipps Island,SB018M,5/2/11,9:28,MWTR,CHN,AdClipped,068748,Spring,89,33037,1,11-33037
11,Chipps Island,SB018M,5/2/11,9:28,MWTR,CHN,AdClipped,068748,Spring,89,33195,1,11-33195
11,Chipps Island,SB018M,5/2/11,9:28,MWTR,CHN,AdClipped,068748,Spring,89,33338,1,11-33338
11,Chipps Island,SB018M,5/2/11,9:28,MWTR,CHN,AdClipped,068748,Spring,90,33145,1,11-33145
11,Chipps Island,SB018M,5/2/11,9:28,MWTR,CHN,AdClipped,068748,Spring,90,33154,1,11-33154
11,Chipps Island,SB018M,5/2/11,9:28,MWTR,CHN,AdClipped,068748,Spring,93,33209,1,11-33209
11,Chipps Island,SB018M,5/2/11,9:53,MWTR,CHN,AdClipped,068748,Spring,89,33038,1,11-33038
11,Chipps Island,SB018M,5/2/11,9:53,MWTR,CHN,AdClipped,068748,Spring,90,33033,1,11-33033
11,Chipps Island,SB018M,5/2/11,9:53,MWTR,CHN,AdClipped,068748,Spring,90,33040,1,11-33040
11,Chipps Island,SB018M,5/2/11,9:53,MWTR,CHN,AdClipped,068748,Spring,92,33322,1,11-33322
11,Chipps Island,SB018M,5/2/11,9:53,MWTR,CHN,AdClipped,068748,Spring,98,33055,1,11-33055
11,Chipps Island,SB018M,5/2/11,10:16,MWTR,CHN,AdClipped,068748,Spring,76,32937,1,11-32937
11,Chipps Island,SB018M,5/2/11,10:16,MWTR,CHN,AdClipped,068748,Spring,81,32918,1,11-32918
11,Chipps Island,SB018M,5/2/11,10:16,MWTR,CHN,AdClipped,068748,Spring,81,33071,1,11-33071
11,Chipps Island,SB018M,5/2/11,10:16,MWTR,CHN,AdClipped,068748,Spring,84,32920,1,11-32920
11,Chipps Island,SB018M,5/2/11,10:16,MWTR,CHN,AdClipped,068748,Spring,88,33077,1,11-33077
11,Chipps Island,SB018M,5/2/11,10:16,MWTR,CHN,AdClipped,068748,Spring,89,33063,1,11-33063
11,Chipps Island,SB018M,5/2/11,10:16,MWTR,CHN,AdClipped,068748,Spring,90,32927,1,11-32927
11,Chipps Island,SB018M,5/2/11,10:16,MWTR,CHN,AdClipped,068748,Spring,90,33064,1,11-33064
11,Chipps Island,SB018M,5/2/11,10:16,MWTR,CHN,AdClipped,068748,Spring,90,33761,1,11-33761
11,Chipps Island,SB018M,5/2/11,10:16,MWTR,CHN,AdClipped,068748,Spring,91,32925,1,11-32925
11,Chipps Island,SB018M,5/2/11,10:16,MWTR,CHN,AdClipped,068748,Spring,92,32928,1,11-32928
11,Chipps Island,SB018M,5/2/11,10:16,MWTR,CHN,AdClipped,068748,Spring,92,32932,1,11-32932
11,Chipps Island,SB018M,5/2/11,10:16,MWTR,CHN,AdClipped,068748,Spring,92,32940,1,11-32940
11,Chipps Island,SB018M,5/2/11,10:16,MWTR,CHN,AdClipped,068748,Spring,93,32931,1,11-32931
11,Chipps Island,SB018M,5/2/11,10:16,MWTR,CHN,AdClipped,068748,Spring,95,32941,1,11-32941
11,Chipps Island,SB018M,5/2/11,10:16,MWTR,CHN,AdClipped,068748,Spring,96,32923,1,11-32923
11,Chipps Island,SB018M,5/2/11,10:16,MWTR,CHN,AdClipped,068748,Spring,99,32917,1,11-32917
11,Chipps Island,SB018N,5/2/11,8:36,MWTR,CHN,AdClipped,068748,Spring,77,32967,1,11-32967
11,Chipps Island,SB018N,5/2/11,8:36,MWTR,CHN,AdClipped,068748,Spring,83,32960,1,11-32960
11,Chipps Island,SB018N,5/2/11,8:36,MWTR,CHN,AdClipped,068748,Spring,86,32751,1,11-32751
11,Chipps Island,SB018N,5/2/11,8:36,MWTR,CHN,AdClipped,068748,Spring,87,32765,1,11-32765
11,Chipps Island,SB018N,5/2/11,8:36,MWTR,CHN,AdClipped,068748,Spring,87,32952,1,11-32952
11,Chipps Island,SB018N,5/2/11,8:36,MWTR,CHN,AdClipped,068748,Spring,89,32953,1,11-32953
11,Chipps Island,SB018N,5/2/11,8:36,MWTR,CHN,AdClipped,068748,Spring,89,32958,1,11-32958
11,Chipps Island,SB018N,5/2/11,8:36,MWTR,CHN,AdClipped,068748,Spring,90,32734,1,11-32734
11,Chipps Island,SB018N,5/2/11,8:36,MWTR,CHN,AdClipped,068748,Spring,90,32964,1,11-32964
11,Chipps Island,SB018N,5/2/11,8:36,MWTR,CHN,AdClipped,068748,Spring,91,32766,1,11-32766
11,Chipps Island,SB018N,5/2/11,8:36,MWTR,CHN,AdClipped,068748,Spring,94,32961,1,11-32961
11,Chipps Island,SB018N,5/2/11,8:36,MWTR,CHN,AdClipped,068748,Spring,96,32966,1,11-32966
11,Chipps Island,SB018N,5/2/11,8:36,MWTR,CHN,AdClipped,068748,Spring,100,32944,1,11-32944
11,Chipps Island,SB018N,5/2/11,9:00,MWTR,CHN,AdClipped,068748,Spring,83,32948,1,11-32948
11,Chipps Island,SB018N,5/2/11,9:00,MWTR,CHN,AdClipped,068748,Spring,88,33035,1,11-33035
11,Chipps Island,SB018N,5/2/11,9:00,MWTR,CHN,AdClipped,068748,Spring,89,33034,1,11-33034
11,Chipps Island,SB018N,5/2/11,9:00,MWTR,CHN,AdClipped,068748,Spring,92,32968,1,11-32968
11,Chipps Island,SB018N,5/2/11,9:00,MWTR,CHN,AdClipped,068748,Spring,94,32970,1,11-32970
11,Chipps Island,SB018N,5/2/11,9:00,MWTR,CHN,AdClipped,068748,Spring,100,32956,1,11-32956
11,Chipps Island,SB018S,5/2/11,10:41,MWTR,CHN,AdClipped,068748,Spring,77,33239,1,11-33239
11,Chipps Island,SB018S,5/2/11,10:41,MWTR,CHN,AdClipped,068748,Spring,81,33226,1,11-33226
11,Chipps Island,SB018S,5/2/11,10:41,MWTR,CHN,AdClipped,068748,Spring,81,33241,1,11-33241
11,Chipps Island,SB018S,5/2/11,10:41,MWTR,CHN,AdClipped,068748,Spring,81,33296,1,11-33296
11,Chipps Island,SB018S,5/2/11,10:41,MWTR,CHN,AdClipped,068748,Spring,83,33294,1,11-33294
11,Chipps Island,SB018S,5/2/11,10:41,MWTR,CHN,AdClipped,068748,Spring,83,33297,1,11-33297
11,Chipps Island,SB018S,5/2/11,10:41,MWTR,CHN,AdClipped,068748,Spring,84,33240,1,11-33240
11,Chipps Island,SB018S,5/2/11,10:41,MWTR,CHN,AdClipped,068748,Spring,85,33223,1,11-33223
11,Chipps Island,SB018S,5/2/11,10:41,MWTR,CHN,AdClipped,068748,Spring,85,33227,1,11-33227
11,Chipps Island,SB018S,5/2/11,10:41,MWTR,CHN,AdClipped,068748,Spring,85,33268,1,11-33268
11,Chipps Island,SB018S,5/2/11,10:41,MWTR,CHN,AdClipped,068748,Spring,90,33281,1,11-33281
11,Chipps Island,SB018S,5/2/11,10:41,MWTR,CHN,AdClipped,068748,Spring,103,32943,1,11-32943
11,Chipps Island,SB018S,5/2/11,11:04,MWTR,CHN,AdClipped,068748,Spring,81,34370,1,11-34370
11,Chipps Island,SB018S,5/2/11,11:04,MWTR,CHN,AdClipped,068748,Spring,85,33184,1,11-33184
11,Chipps Island,SB018S,5/2/11,11:04,MWTR,CHN,AdClipped,068748,Spring,88,33171,1,11-33171
11,Chipps Island,SB018S,5/2/11,11:04,MWTR,CHN,AdClipped,068748,Spring,88,34448,1,11-34448
11,Chipps Island,SB018S,5/2/11,11:04,MWTR,CHN,AdClipped,068748,Spring,89,33170,1,11-33170
11,Chipps Island,SB018S,5/2/11,11:04,MWTR,CHN,AdClipped,068748,Spring,93,33252,1,11-33252
11,Chipps Island,SB018S,5/2/11,11:04,MWTR,CHN,AdClipped,068748,Spring,94,33266,1,11-33266
11,Chipps Island,SB018S,5/2/11,11:04,MWTR,CHN,AdClipped,068748,Spring,95,33143,1,11-33143
11,Chipps Island,SB018S,5/2/11,11:32,MWTR,CHN,AdClipped,068748,Spring,83,34368,1,11-34368
11,Chipps Island,SB018S,5/2/11,11:32,MWTR,CHN,AdClipped,068748,Spring,86,34354,1,11-34354
11,Chipps Island,SB018S,5/2/11,11:32,MWTR,CHN,AdClipped,068748,Spring,94,34398,1,11-34398
11,Chipps Island,SB018S,5/2/11,11:32,MWTR,CHN,AdClipped,068748,Spring,96,34351,1,11-34351
11,Chipps Island,SB018M,5/2/11,7:35,MWTR,CHN,AdClipped,068748,Spring,77,33000,1,11-33000
11,Chipps Island,SB018M,5/2/11,7:35,MWTR,CHN,AdClipped,068748,Spring,80,32990,1,11-32990
11,Chipps Island,SB018M,5/2/11,7:35,MWTR,CHN,AdClipped,068748,Spring,87,32998,1,11-32998
11,Chipps Island,SB018M,5/2/11,7:35,MWTR,CHN,AdClipped,068748,Spring,90,32994,1,11-32994
11,Chipps Island,SB018M,5/2/11,7:35,MWTR,CHN,AdClipped,068748,Spring,92,32988,1,11-32988
11,Chipps Island,SB018M,5/2/11,7:35,MWTR,CHN,AdClipped,068748,Spring,95,32973,1,11-32973
11,Chipps Island,SB018M,5/2/11,7:35,MWTR,CHN,AdClipped,068748,Spring,97,32975,1,11-32975
11,Chipps Island,SB018M,5/2/11,7:35,MWTR,CHN,AdClipped,068748,Spring,97,33013,1,11-33013
11,Chipps Island,SB018M,5/2/11,7:59,MWTR,CHN,AdClipped,068748,Spring,82,33018,1,11-33018
11,Chipps Island,SB018M,5/2/11,7:59,MWTR,CHN,AdClipped,068748,Spring,85,32760,1,11-32760
11,Chipps Island,SB018M,5/2/11,7:59,MWTR,CHN,AdClipped,068748,Spring,86,33004,1,11-33004
11,Chipps Island,SB018M,5/2/11,7:59,MWTR,CHN,AdClipped,068748,Spring,91,32736,1,11-32736
11,Chipps Island,SB018M,5/2/11,7:59,MWTR,CHN,AdClipped,068748,Spring,100,33023,1,11-33023
11,Chipps Island,SB018M,5/2/11,9:28,MWTR,CHN,AdClipped,068748,Spring,79,33196,1,11-33196
11,Chipps Island,SB018M,5/2/11,9:28,MWTR,CHN,AdClipped,068748,Spring,82,33181,1,11-33181
11,Chipps Island,SB018M,5/2/11,9:28,MWTR,CHN,AdClipped,068748,Spring,82,33197,1,11-33197
11,Chipps Island,SB018M,5/2/11,9:28,MWTR,CHN,AdClipped,068748,Spring,83,33036,1,11-33036
11,Chipps Island,SB018M,5/2/11,9:28,MWTR,CHN,AdClipped,068748,Spring,83,33309,1,11-33309
11,Chipps Island,SB018M,5/2/11,9:28,MWTR,CHN,AdClipped,068748,Spring,85,33155,1,11-33155
11,Chipps Island,SB018M,5/2/11,9:28,MWTR,CHN,AdClipped,068748,Spring,87,33173,1,11-33173
11,Chipps Island,SB018M,5/2/11,9:28,MWTR,CHN,AdClipped,068748,Spring,89,33051,1,11-33051
11,Chipps Island,SB018M,5/2/11,9:28,MWTR,CHN,AdClipped,068748,Spring,90,33168,1,11-33168
11,Chipps Island,SB018M,5/2/11,9:28,MWTR,CHN,AdClipped,068748,Spring,91,33210,1,11-33210
11,Chipps Island,SB018M,5/2/11,9:28,MWTR,CHN,AdClipped,068748,Spring,92,33167,1,11-33167
11,Chipps Island,SB018M,5/2/11,9:28,MWTR,CHN,AdClipped,068748,Spring,92,33183,1,11-33183
11,Chipps Island,SB018M,5/2/11,9:28,MWTR,CHN,AdClipped,068748,Spring,93,33043,1,11-33043
11,Chipps Island,SB018M,5/2/11,9:28,MWTR,CHN,AdClipped,068748,Spring,95,33042,1,11-33042
11,Chipps Island,SB018M,5/2/11,9:28,MWTR,CHN,AdClipped,068748,Spring,97,33169,1,11-33169
11,Chipps Island,SB018M,5/2/11,9:28,MWTR,CHN,AdClipped,068748,Spring,104,33141,1,11-33141
11,Chipps Island,SB018M,5/2/11,9:53,MWTR,CHN,AdClipped,068748,Spring,82,33045,1,11-33045
11,Chipps Island,SB018M,5/2/11,9:53,MWTR,CHN,AdClipped,068748,Spring,83,33052,1,11-33052
11,Chipps Island,SB018M,5/2/11,9:53,MWTR,CHN,AdClipped,068748,Spring,85,33351,1,11-33351
11,Chipps Island,SB018M,5/2/11,9:53,MWTR,CHN,AdClipped,068748,Spring,87,33337,1,11-33337
11,Chipps Island,SB018M,5/2/11,9:53,MWTR,CHN,AdClipped,068748,Spring,87,33365,1,11-33365
11,Chipps Island,SB018M,5/2/11,9:53,MWTR,CHN,AdClipped,068748,Spring,89,33076,1,11-33076
11,Chipps Island,SB018M,5/2/11,9:53,MWTR,CHN,AdClipped,068748,Spring,90,33323,1,11-33323
11,Chipps Island,SB018M,5/2/11,9:53,MWTR,CHN,AdClipped,068748,Spring,91,33044,1,11-33044
11,Chipps Island,SB018M,5/2/11,9:53,MWTR,CHN,AdClipped,068748,Spring,92,33047,1,11-33047
11,Chipps Island,SB018S,5/2/11,9:53,MWTR,CHN,AdClipped,0608070105,Fall,84,33032,1,11-33032
11,Chipps Island,SB018M,5/2/11,9:53,MWTR,CHN,AdClipped,068748,Spring,92,33054,1,11-33054
11,Chipps Island,SB018M,5/2/11,10:16,MWTR,CHN,AdClipped,068748,Spring,78,32939,1,11-32939
11,Chipps Island,SB018M,5/2/11,10:16,MWTR,CHN,AdClipped,068748,Spring,78,33364,1,11-33364
11,Chipps Island,SB018M,5/2/11,10:16,MWTR,CHN,AdClipped,068748,Spring,90,32938,1,11-32938
11,Chipps Island,SB018M,5/2/11,10:16,MWTR,CHN,AdClipped,068748,Spring,90,33070,1,11-33070
11,Chipps Island,SB018M,5/2/11,10:16,MWTR,CHN,AdClipped,068748,Spring,96,32919,1,11-32919
11,Chipps Island,SB018N,5/2/11,8:36,MWTR,CHN,AdClipped,068748,Spring,81,32764,1,11-32764
11,Chipps Island,SB018N,5/2/11,8:36,MWTR,CHN,AdClipped,068748,Spring,88,32767,1,11-32767
11,Chipps Island,SB018N,5/2/11,8:36,MWTR,CHN,AdClipped,068748,Spring,90,32719,1,11-32719
11,Chipps Island,SB018N,5/2/11,8:36,MWTR,CHN,AdClipped,068748,Spring,92,32750,1,11-32750
11,Chipps Island,SB018N,5/2/11,8:36,MWTR,CHN,AdClipped,068748,Spring,96,32945,1,11-32945
11,Chipps Island,SB018N,5/2/11,8:36,MWTR,CHN,AdClipped,068748,Spring,99,32954,1,11-32954
11,Chipps Island,SB018N,5/2/11,8:36,MWTR,CHN,AdClipped,068748,Spring,105,32729,1,11-32729
11,Chipps Island,SB018N,5/2/11,9:00,MWTR,CHN,AdClipped,068748,Spring,85,33005,1,11-33005
11,Chipps Island,SB018N,5/2/11,9:00,MWTR,CHN,AdClipped,068748,Spring,85,33048,1,11-33048
11,Chipps Island,SB018N,5/2/11,9:00,MWTR,CHN,AdClipped,068748,Spring,86,32962,1,11-32962
11,Chipps Island,SB018N,5/2/11,9:00,MWTR,CHN,AdClipped,068748,Spring,87,27659,1,11-27659
11,Chipps Island,SB018N,5/2/11,9:00,MWTR,CHN,AdClipped,068748,Spring,89,33028,1,11-33028
11,Chipps Island,SB018N,5/2/11,9:00,MWTR,CHN,AdClipped,068748,Spring,90,32985,1,11-32985
11,Chipps Island,SB018N,5/2/11,9:00,MWTR,CHN,AdClipped,068748,Spring,90,33049,1,11-33049
11,Chipps Island,SB018S,5/2/11,10:41,MWTR,CHN,AdClipped,068748,Spring,79,33295,1,11-33295
11,Chipps Island,SB018S,5/2/11,10:41,MWTR,CHN,AdClipped,068748,Spring,83,33254,1,11-33254
11,Chipps Island,SB018S,5/2/11,10:41,MWTR,CHN,AdClipped,068748,Spring,84,33282,1,11-33282
11,Chipps Island,SB018S,5/2/11,10:41,MWTR,CHN,AdClipped,068748,Spring,87,32950,1,11-32950
11,Chipps Island,SB018S,5/2/11,10:41,MWTR,CHN,AdClipped,068748,Spring,87,33238,1,11-33238
11,Chipps Island,SB018S,5/2/11,10:41,MWTR,CHN,AdClipped,068748,Spring,87,33280,1,11-33280
11,Chipps Island,SB018S,5/2/11,10:41,MWTR,CHN,AdClipped,068748,Spring,90,33251,1,11-33251
11,Chipps Island,SB018S,5/2/11,10:41,MWTR,CHN,AdClipped,068748,Spring,90,33255,1,11-33255
11,Chipps Island,SB018S,5/2/11,10:41,MWTR,CHN,AdClipped,068748,Spring,90,33298,1,11-33298
11,Chipps Island,SB018S,5/2/11,10:41,MWTR,CHN,AdClipped,068748,Spring,91,33253,1,11-33253
11,Chipps Island,SB018S,5/2/11,10:41,MWTR,CHN,AdClipped,068748,Spring,91,33270,1,11-33270
11,Chipps Island,SB018S,5/2/11,10:41,MWTR,CHN,AdClipped,068748,Spring,93,32957,1,11-32957
11,Chipps Island,SB018S,5/2/11,10:41,MWTR,CHN,AdClipped,068748,Spring,93,33198,1,11-33198
11,Chipps Island,SB018S,5/2/11,10:41,MWTR,CHN,AdClipped,068748,Spring,94,33284,1,11-33284
11,Chipps Island,SB018S,5/2/11,11:04,MWTR,CHN,AdClipped,068748,Spring,79,34384,1,11-34384
11,Chipps Island,SB018S,5/2/11,11:04,MWTR,CHN,AdClipped,068748,Spring,88,34369,1,11-34369
